trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
2019-01-01 02:26:16,Torp-Labadie,gas_transport,49.53,Freedom,WY,43.0172,-111.0292,471,"""Education officer museum""",1967-08-02,c09831d3ebf12b67982f193d03162974,43.038723,-111.821595,0
2019-01-01 02:28:51,Doyle Lt,grocery_pos,157.07,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,1957-04-17,2718171b5be46962b081ee742ed3cd42,35.632995,-89.589641,0
2019-01-01 02:31:06,McDermott-Rice,misc_pos,13.67,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18,49b8ff92b52599bc8c265d0b8d008593,38.058492,-94.687196,0
2019-01-01 02:32:26,Spinka Inc,grocery_net,57.57,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24,0bffbd021d632206028c981630007c12,32.635757,-112.195886,0
2019-01-01 02:33:06,McGlynn-Jaskolski,misc_pos,99.08,Newhall,CA,34.3795,-118.523,34882,Health physicist,1971-04-25,56821cb1d8c2c3d57299cc01bfd2e071,34.370236,-118.195791,0
2019-01-01 02:37:26,Schmitt Lt,misc_net,29.19,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,d51dc2a26160f1425df51982c6d05257,38.882246,-122.050228,0
2019-01-01 02:42:12,Donnelly PLC,misc_net,185.04,Redford,MO,37.3272,-91.0243,241,Investment analyst,1974-10-27,0a630c19d0ef93f9d262d0ef9bff9358,36.518512,-91.363405,0
2019-01-01 02:42:25,"""Kutch Hermiston and Farrell""",gas_transport,48.66,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,1951-11-08,61efe8834c23dea4a334ea06a4dc293d,41.066297,-95.412102,0
2019-01-01 02:46:17,Torp-Lemke,misc_pos,3.32,Portland,OR,45.5303,-122.7033,841711,"""Engineer building services""",1963-04-04,900f6896c69d904420bec5e52cf49a95,44.727585,-123.282623,0
2019-01-01 02:54:10,Kassulke PLC,shopping_net,1055.47,Iliff,CO,40.7692,-103.0968,648,Community arts worker,1969-09-21,adca67d0a40b26fb8afeccbae31b7828,39.940564,-103.528231,0
2019-01-01 02:56:28,Dach-Nade,misc_net,16.65,Burlington,WA,48.4786,-122.3345,14871,Public house manager,1974-03-10,ffdaa290d0841d7babaf495aab382031,49.073601,-122.924793,0
2019-01-01 02:56:56,Hills-Witting,shopping_net,8.7,Wales,AK,64.7556,-165.6723,145,"""Administrator education""",1939-11-09,f72573a40026254460e02d05ae72672a,65.023497,-166.148374,0
2019-01-01 03:01:34,"""Bins Balistreri and Beatty""",shopping_pos,3.19,Mound City,MO,40.1362,-95.2138,1631,Architect,1953-01-20,20c1cf41b472000887395508c5796354,39.299707,-95.975808,0
2019-01-01 03:07:21,Miller-Hauck,grocery_pos,202.71,Burlington,WA,48.4786,-122.3345,14871,Public house manager,1974-03-10,4dde02d07e676d0df3e90565c242a2ec,49.221275,-123.32192,0
2019-01-01 03:12:06,"""Rohan White and Aufderh""",misc_net,8.68,Greenview,CA,41.5403,-122.9366,308,Call centre manager,1958-09-20,6d76dfcd39a8262fa7b8e723e0c6cf7f,41.013729,-122.403496,0
2019-01-01 03:12:10,DuBuque LLC,grocery_pos,176.57,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,1972-10-18,26db4a0f3aa2089bd1823652cba9ece1,38.76254,-122.339375,0
2019-01-01 03:12:23,Bins-Rice,gas_transport,49.1,Westerville,NE,41.4193,-99.3844,73,Product designer,1935-02-10,0e83bc0fc886293d57759db709b80962,40.722191,-98.680216,0
2019-01-01 03:12:57,"""Cormier Stracke and Thiel""",entertainment,3.14,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,1966-12-03,cb117fff5645082a2525119c1eafec53,20.995398,-155.369362,0
2019-01-01 03:15:42,"""Gottlieb Considine and Schultz""",shopping_net,6.32,Llano,NM,36.1486,-105.6648,247,Architectural technologist,1961-10-24,4c17683e079020ad3865092205f92d81,36.867679,-105.042958,0
2019-01-01 03:18:00,"""Jenkins Hauck and Friesen""",gas_transport,44.68,Carlotta,CA,40.507,-123.9743,1139,"""Therapist occupational""",1951-01-15,12ef4798422ce322c149339afd3072c7,40.459474,-124.214281,0
2019-01-01 03:24:07,Cummerata-Jones,gas_transport,69.3,Ballwin,MO,38.577,-90.5255,92608,"""Engineer communications""",2001-07-26,6736a2032d3a9f612176c57e07480c5b,38.166105,-90.912756,0
2019-01-01 03:37:43,"""Goldner Kovacek and Abbott""",grocery_pos,111.81,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,1978-08-27,3dedb528e11d51102e96dd450a82ba0a,40.417719,-105.38411,0
2019-01-01 03:45:30,"""Romaguera Cruickshank and Greenholt""",shopping_net,511.09,Grenada,CA,41.6125,-122.5258,589,Systems analyst,1945-12-21,46397744ae13d2c0843e8fba6f164379,42.412743,-121.617857,0
2019-01-01 03:49:16,Kilback LLC,grocery_pos,68.96,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor mining""",1973-05-07,b2820a9708d41515e2a1590d3cce80d4,41.182138,-98.751918,0
2019-01-01 03:54:07,VonRueden Group,grocery_net,105.38,North Loup,NE,41.4972,-98.7858,509,"""Nurse children's""",1980-09-15,dc1c09ff158f17c023c59c9d9e0d196f,41.271599,-99.630652,0
2019-01-01 03:56:13,"""Haley Jewess and Bechtel""",shopping_pos,2.49,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1954-07-14,d5b3a6e6afe4ff2c96b5fe0355ff8b55,39.052625,-92.428684,0
2019-01-01 04:00:47,Hudson-Ratke,grocery_pos,122.86,Kent,OR,45.0838,-120.6649,60,Museum education officer,1942-04-03,b48cee6edd7f798cb5d4080b82e4a1fe,44.189625,-121.655209,0
2019-01-01 04:03:53,Brekke and Sons,gas_transport,84.58,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,1950-08-19,946ab3d0eaf1a37f11668ae3c1d55a2c,40.310753,-99.581023,0
2019-01-01 04:08:38,Terry-Huel,shopping_net,9.52,Mound City,MO,40.1362,-95.2138,1631,Architect,1953-01-20,771a63aaf5210acfbf5ac2403aad30af,39.790646,-95.043146,0
2019-01-01 04:14:13,Eichmann-Russel,misc_pos,35.0,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,1987-05-19,6f2eff909c82577af2cdb75e5b9a6232,38.370985,-121.358847,0
2019-01-01 04:15:24,"""Heller Gutmann and Zieme""",grocery_pos,203.26,Huntington Beach,CA,33.6773,-118.0051,190249,"""Therapist horticultural""",1976-09-17,b34814818c2ecd0f86214bf1a6dc1a64,33.010001,-117.705689,0
2019-01-01 04:23:33,Bailey-Mo,grocery_pos,123.9,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),1967-05-27,2a98efe0b90779ab29581f3553d87739,39.229442,-120.493701,0
2019-01-01 04:26:21,Corwin-Collins,gas_transport,50.16,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,e95e53d1c091289a54cde0414762751d,38.964313,-93.497747,0
2019-01-01 04:29:14,Balistreri-Nade,misc_pos,22.88,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,2fcbde131cff833751dde53da54da6da,39.060101,-121.969417,0
2019-01-01 04:32:59,"""Rippin Kub and Mann""",misc_net,6.0,Manville,WY,42.73,-104.7024,241,Educational psychologist,1980-12-16,28528ab2c10390c3b31e401c44365ab5,42.770247,-103.945514,0
2019-01-01 04:40:53,"""Casper Hand and Zul""",grocery_pos,175.51,Newhall,CA,34.3795,-118.523,34882,Health physicist,1971-04-25,9f5a130b4ae9efb87867ce8dc878f412,33.731713,-119.507821,0
2019-01-01 04:43:26,Kutch LLC,gas_transport,69.64,Grenada,CA,41.6125,-122.5258,589,Systems analyst,1945-12-21,23cd7287ce2a70d9754cc0f1263ee99f,41.673903,-123.51086,0
2019-01-01 04:52:32,O'Keefe-Hudson,grocery_pos,209.89,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24,e6528b0d35f36cb29cdca6936aaf1107,33.133991,-111.460639,0
2019-01-01 04:55:19,McDermott-Weimann,grocery_pos,236.18,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,f5afac4b2726300db61d131c65db187d,44.404099,-115.887498,0
2019-01-01 04:55:50,"""Connelly Reichert and Fritsch""",gas_transport,57.36,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,bc763a7872b62564b0ebb0a94e2a4f26,38.508607,-93.603368,0
2019-01-01 04:56:01,Cummerata-Jones,gas_transport,55.99,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,011d132dc3afd3480fd36cb5f3d2b09b,33.778002,-119.013484,0
2019-01-01 04:57:58,"""Streich Hansen and Veum""",gas_transport,61.39,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,9825a8292f6b25bb7d54b253bb3336f6,48.394218,-117.363563,0
2019-01-01 04:59:14,"""Reichert Shanahan and Hayes""",shopping_net,78.56,Alva,WY,44.6873,-104.4414,110,"""Administrator local government""",1973-05-16,d01846bf25a4eedf3366527b3b79b4ff,44.678642,-104.128312,0
2019-01-01 05:02:02,Dickinson-Rempel,misc_pos,16.85,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,021e1cf84aec0f63646565e38cb756ec,39.04432,-94.698256,0
2019-01-01 05:07:11,"""Wiza Schaden and Stark""",misc_pos,45.4,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,1969-12-22,987db990882b791e835e5b589cb84abc,33.916129,-117.095988,0
2019-01-01 05:14:57,Spinka Inc,grocery_net,48.31,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,1978-08-27,23a79ef1e368a318c1db57a666d024d6,40.504011,-106.561224,0
2019-01-01 05:16:45,"""Schaefer Maggio and Daugherty""",gas_transport,81.25,Albuquerque,NM,35.0561,-106.5506,641349,Charity officer,1967-01-24,d534c24b383c65487d128d525c8d6b91,35.977961,-107.434031,0
2019-01-01 05:19:17,Bailey-Mo,grocery_pos,193.1,Azusa,CA,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,6c8edd752c68cb18b781380b5487e5cd,33.437683,-117.678285,0
2019-01-01 05:36:15,Sporer Inc,gas_transport,51.84,Gardiner,OR,43.7857,-124.1437,260,"""Engineer maintenance""",1956-09-01,9c47babfde0e067a090c5cea65e58835,44.047555,-123.800294,0
2019-01-01 05:36:16,Prohaska-Murray,gas_transport,46.66,Mound City,MO,40.1362,-95.2138,1631,Architect,1953-01-20,b8e3100c6bccb605dd98a848e2c76eda,41.071606,-94.999602,0
2019-01-01 05:39:44,Bartoletti-Wunsch,gas_transport,56.65,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),1967-05-27,c198762abf80d696e56eaa0646632488,39.25212,-120.809112,0
2019-01-01 05:41:23,O'Keefe-Hudson,grocery_pos,175.26,Rock Springs,WY,41.606,-109.23,27971,Music therapist,1984-08-01,ed00708f7af7c1818bc14f4dd36036d4,42.25722,-109.312091,0
2019-01-01 05:44:16,Heller-Langosh,gas_transport,62.62,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist research (maths)""",1991-04-13,4e14f0bd0481beb88caa1dc4422ed8e6,19.209212,-155.16214,0
2019-01-01 05:50:09,Emard Inc,gas_transport,32.6,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1954-07-14,86cad0e7682a85fa6418dde1a0a33a44,39.335685,-92.982647,0
2019-01-01 05:52:39,Vandervort-Funk,grocery_pos,83.38,Eugene,OR,44.0385,-123.0614,191096,"""Scientist physiological""",1964-04-06,6e012022d698a9136bfac48be9b3d050,43.659954,-123.848539,0
2019-01-01 05:56:54,"""Adams Kovacek and Kuhlman""",grocery_net,74.85,Daly City,CA,37.6787,-122.478,107941,"""Buyer industrial""",1991-10-04,5674d7c6891a3d5e9a9fa208730057a4,38.544098,-123.311607,0
2019-01-01 06:15:18,Pacocha-Bauch,shopping_pos,1.95,Mendon,UT,41.71,-111.9817,2078,"""Scientist audiological""",1963-06-13,dac965dc4f91c065fe36327431ead52a,41.930677,-111.044483,0
2019-01-01 06:20:49,Hudson-Ratke,grocery_pos,199.55,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31,a5c13edd756f36c026630d13672974bd,38.619691,-105.498059,0
2019-01-01 06:24:47,Harber Inc,gas_transport,94.48,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,c9235f76ecb45e67372d79ecac2ffb37,49.513555,-117.819653,0
2019-01-01 06:25:07,Berge LLC,gas_transport,79.39,Mesa,ID,44.6255,-116.4493,129,Cartographer,1965-12-15,606b05a976ee2bca7323d6afc85e63ce,43.673602,-116.40606,0
2019-01-01 06:25:40,Pagac LLC,shopping_pos,5.05,Powell Butte,OR,44.2415,-121.0113,2016,Local government officer,1953-12-25,d44f496e9daab912914ac9513b038df2,44.245679,-121.333658,0
2019-01-01 06:32:36,Erdman-Kertzmann,gas_transport,69.72,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,6ed5502e8464efee2e341959617bb656,39.053407,-93.972916,0
2019-01-01 06:47:11,Kilback LLC,grocery_pos,94.7,Santa Monica,CA,34.0287,-118.4924,92043,"""Civil engineer contracting""",1961-04-25,53ce9a8288680138029c000eccda3ef5,34.238172,-117.644726,0
2019-01-01 06:48:38,McGlynn-Heathcote,misc_net,199.91,Laramie,WY,41.4247,-105.4781,35371,"""Pilot airline""",1988-09-02,515bbdc506029e792d2e1ed06e860645,40.476974,-105.541846,0
2019-01-01 06:52:31,Torp-Labadie,gas_transport,48.1,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,1973-07-13,db9c80e90e2d21b61b53050f15845615,41.045216,-104.409531,0
2019-01-01 06:54:07,"""Greenholt Jacobi and Gleason""",gas_transport,64.92,Brainard,NE,41.1832,-96.9882,614,Associate Professor,1967-06-20,c2959f6ce246f729459ea50b5de61c78,42.13144,-96.938715,0
2019-01-01 07:03:11,Volkman-Predovic,shopping_net,6.48,Humboldt,AZ,34.5189,-112.2523,1179,"""Civil engineer contracting""",1955-01-20,1c3b455d21e7debb5c8b20097666958e,33.676231,-112.389594,0
2019-01-01 07:09:10,Funk Group,grocery_net,51.28,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,c56c309fa13d1c9ee97aadd3b1eb313b,34.166811,-111.595599,0
2019-01-01 07:10:26,"""Christiansen Goyette and Schamberge""",gas_transport,92.76,Mendon,UT,41.71,-111.9817,2078,"""Scientist audiological""",1963-06-13,caedb2e95360b4615a85193357810e38,42.599951,-112.758179,0
2019-01-01 07:11:55,Conroy-Cruickshank,gas_transport,71.06,Redford,MO,37.3272,-91.0243,241,Investment analyst,1974-10-27,a29812ac63e9b065046efd387a6ec8b5,36.447073,-91.941927,0
2019-01-01 07:13:01,Jast and Sons,food_dining,74.09,Corona,CA,33.8419,-117.6043,233717,Wellsite geologist,1966-05-22,4a4cf450e1ee2741e3c3a43544c3cd64,33.917816,-117.821826,0
2019-01-01 07:17:54,Bailey-Mo,grocery_pos,60.65,Moab,UT,38.5677,-109.5271,9772,Location manager,1989-11-24,ce01044c1bfbdb2dd8afb20b3b104f98,38.015263,-109.543831,0
2019-01-01 07:20:02,Mraz-Herzog,gas_transport,60.15,Yellowstone National Park,WY,44.7957,-110.6137,369,Materials engineer,1941-11-16,ff065ff2abbe15990f3ccbd5e549f085,45.68706,-109.891525,0
2019-01-01 07:20:08,Emard Inc,gas_transport,42.1,Shedd,OR,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,ebbffdde1a88f889b1eea0a895eabf10,43.595613,-123.429412,0
2019-01-01 07:22:34,Schamberger-O'Keefe,grocery_pos,205.76,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18,28f3be829fc05cc266b8e20e4d07e0eb,39.511175,-94.760973,0
2019-01-01 07:24:26,Wolf Inc,grocery_pos,212.87,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18,100f6146829a593605fe199a0a0fb4d5,38.440444,-93.968005,0
2019-01-01 07:28:43,Kutch LLC,gas_transport,77.83,Westfir,OR,43.7575,-122.481,597,Forensic psychologist,1961-05-19,b8848e6439f24ca232b875cc8c548bb9,44.438045,-121.970543,0
2019-01-01 07:34:46,"""Olson Becker and Koch""",gas_transport,91.22,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31,d81638aacaad5494f155cf70e1912957,40.062868,-105.199294,0
2019-01-01 07:39:00,Harris Inc,gas_transport,68.85,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,f555a9523ee3b2dcb0bdb6ed459deb03,38.795002,-94.219522,0
2019-01-01 07:43:51,McDermott-Weimann,grocery_pos,150.82,June Lake,CA,37.7773,-119.0825,633,Health service manager,1927-09-09,d4175d076783f76299e010c158b2b6c7,38.179302,-119.614224,0
2019-01-01 07:47:43,"""Robel Cummerata and Prosacco""",gas_transport,77.62,Independence,MO,39.1412,-94.3515,123373,"""Engineer production""",1992-11-27,b5ce075eb7992d3fc45e500507a0322c,38.748636,-94.884859,0
2019-01-01 07:54:20,Kunde-Sanfo,misc_net,3.18,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,1957-04-17,62cd1654abac4ea270b9b1a3e0f8cf13,36.753937,-91.101249,0
2019-01-01 07:55:19,Cole PLC,grocery_pos,125.69,Mesa,ID,44.6255,-116.4493,129,Cartographer,1965-12-15,637d26ade8d5c520540a8fb0910a7d28,43.932656,-116.426446,0
2019-01-01 07:55:52,Dickinson Lt,misc_pos,3.34,Corona,CA,33.8419,-117.6043,233717,Wellsite geologist,1966-05-22,621cbb20ee3cbdbb017bfd9ecfe6e595,32.923527,-116.743069,0
2019-01-01 08:03:42,Murray-Smitham,grocery_pos,218.2,Daly City,CA,37.6787,-122.478,107941,"""Buyer industrial""",1991-10-04,77c4bf620494a9ffb6e9d8ef9cc133b5,38.190054,-121.705641,0
2019-01-01 08:05:59,"""Tillman Dickinson and Labadie""",gas_transport,60.17,Westerville,NE,41.4193,-99.3844,73,Product designer,1935-02-10,27bd28157b84eb0e00a031787f6f3bf8,42.182148,-99.876819,0
2019-01-01 08:06:44,Metz-Boehm,shopping_pos,3.54,San Jose,CA,37.3304,-121.7913,973849,Science writer,1955-06-12,22108cef010fb1c7f60e0905b79cc178,38.005968,-121.191609,0
2019-01-01 08:09:01,"""Greenholt Jacobi and Gleason""",gas_transport,49.47,San Jose,CA,37.3304,-121.7913,973849,Science writer,1955-06-12,3b0db891ea9d7d317dd5d7dde4ff3f15,37.202165,-122.238415,0
2019-01-01 08:13:00,Flatley-Durgan,misc_net,407.42,Gardiner,OR,43.7857,-124.1437,260,"""Engineer maintenance""",1956-09-01,2c761ec42e24be40a8473480be1b39bf,44.556768,-123.410213,0
2019-01-01 08:14:16,Turcotte-Halvorson,misc_pos,6.72,Paradise Valley,AZ,33.5494,-111.9565,17047,Building surveyor,1935-01-29,962392d9ee245e1de785e10ccf31bea3,32.803224,-112.544682,0
2019-01-01 08:18:43,Spencer-Runolfsson,misc_pos,14.92,Burlington,WA,48.4786,-122.3345,14871,Public house manager,1974-03-10,8281ad5a3b1ae4b6ca336af656b26186,49.36542,-121.909876,0
